'Name'	'Set'	'Number'	'Rarity'	'Type'	'Keywords'	'Color'	'Cost'	'Req'	'Power'	'Boosted'	'Points'	'Problem Req'	'Color'	'Problem Req'	'Color'	'Opponent Req'	'Text'
'Snails, Deep Thinker'	'Canterlot Nights'	49	'C'	'Friend'	'[Unicorn] Unicorn, Foal'	'Pink'	3	2	2								'Main Phase: Exhaust this card.<P>While this card is exhausted, your opponent needs +[2  wild] to confront this card''s Problem. '
'Snips, Schemer'	'Canterlot Nights'	50	'R'	'Friend'	'[Unicorn] Unicorn, Foal'	'Pink'	3	2	2								'Pumped (After a faceoff involving this card, you may banish a card you flipped to  beneath this card.)<P>Main Phase: Exhaust this card and spend 2 cards from beneath it  to dismiss an opponent’s Friend at this card''s Problem. '
'Snips & Snails, Problem Solvers'	'Canterlot Nights'	51	'R'	'Friend'	'[Unicorn] Unicorn, Foal'	'Pink'	2	3	3								'Main Phase: Exhaust and retire this card to replace its Problem. '
'Swan Song, Fun-loving Debutante'	'Canterlot Nights'	52	'C'	'Friend'	'[Unicorn] Unicorn'	'Pink'	1	2	1								'Pumped (After a faceoff involving this card, you may banish a card you flipped to  beneath this card.)<P>This card has +1 power for each card beneath it. '
'Amethyst Maresbury, Crystal Librarian'	'Canterlot Nights'	53	'U'	'Friend'	'[Earth Pony] Earth Pony, Crystal, Elder'	'Purple'	3	1	3								'Pumped (After a faceoff involving this card, you may banish a card you flipped to  beneath this card.)<P>When you win a faceoff involving this card, you may spend any  number of cards from beneath this card to gain [1 action] for each card you spent. '
'Canterlot Archive Guard, Literate Lookout'	'Canterlot Nights'	54	'R'	'Friend'	'[Unicorn] Unicorn'	'Purple'	2	4	1								'Main Phase: Retire this card to move all other characters at its Problem home. Characters  can''t be moved or played to that Problem for the rest of the turn. '
'Compass Star, Geography Nut'	'Canterlot Nights'	55	'C'	'Friend'	'[Pegasus] Pegasus'	'Purple'	2	2	3								
'Four Step, Dance Teacher'	'Canterlot Nights'	56	'C'	'Friend'	'[Unicorn] Unicorn'	'Purple'	2	0	1								'Reaction: After an opponent''s Friend is moved to this card''s Problem, you may exhaust  this card to move a different character there home. '
'Minuette, Clocked Up'	'Canterlot Nights'	57	'R'	'Friend'	'[Unicorn] Unicorn'	'Purple'	2	3	2								'Reaction: At the end of a Troublemaker Phase, you may retire this card to start a new  Troublemaker Phase. '
'Perfect Pace, Time Master'	'Canterlot Nights'	58	'C'	'Friend'	'[Earth Pony] Earth Pony'	'Purple'	3	2	3								'Pumped (After a faceoff involving this card, you may banish a card you flipped to  beneath this card.)<P>Faceoff: Spend a card from beneath this card to give this card +4  power until the end of the faceoff. '
'Princess Luna, Night Mare'	'Canterlot Nights'	59	'U'	'Friend'	'[Alicorn] Alicorn, Royalty'	'Purple'	4	4	3								'When this card enters play at a Problem, frighten a Friend there. '
'Sealed Scroll, Studious Scribe'	'Canterlot Nights'	60	'C'	'Friend'	'[Earth Pony] Earth Pony'	'Purple'	1	2	1								'Studious (When you win a faceoff involving at least one of your characters with this  keyword, gain [1 action].) '
'Shining Armor, Captain of the Guard'	'Canterlot Nights'	61	'R'	'Friend'	'[Unicorn] Unicorn'	'Purple'	3	2	2								'Reaction: After you move this card to a Problem, you may exhaust this card to turn a  Troublemaker there face-down. '
'Spike, Assistant Librarian'	'Canterlot Nights'	62	'R'	'Friend'	'[Dragon] Dragon'	'Purple'	2	2	1								'Main Phase: Exhaust this card to look at the bottom 2 cards of your deck. You may put 1  of them on top of your deck. '
'Starry Eyes, Space Cadet'	'Canterlot Nights'	63	'C'	'Friend'	'[Pegasus] Pegasus'	'Purple'	2	0	1								'Faceoff: Exhaust one of your Resources at home to give this card +2 power until the end  of the faceoff. '
'Tall Order, Council Colt'	'Canterlot Nights'	64	'F'	'Friend'	'[Earth Pony] Earth Pony'	'Purple'	3	1	3								'Pumped (After a faceoff involving this card, you may banish a card you flipped to  beneath this card.)<P>Reaction: After an opponent plays or moves a Friend to this card''s  Problem, you may spend a card from beneath this card to move that Friend home. '
'Twilight Sparkle, Element of Magic'	'Canterlot Nights'	65	'R'	'Friend'	'[Unicorn] Unicorn, Unique'	'Purple'	6	6	5								'You pay [1 action] less to play Events.<P>When you play an Event, look at the top card  of your deck. You may put that card on the bottom of your deck. '
'Twilight Velvet, Proud Mom'	'Canterlot Nights'	66	'C'	'Friend'	'[Unicorn] Unicorn'	'Purple'	2	3	2								'Supportive 2 (+2 power while at a Problem with your Mane Character that shares a  color with this card.) '
'Zecora, Magical Mentor'	'Canterlot Nights'	67	'C'	'Friend'	'[Zebra] Zebra'	'Purple'	1	1	1								'Supportive 1 (+1 power while at a Problem with your Mane Character that shares a  color with this card.) '
'Cookie Crumbles, Fancy Cooker'	'Canterlot Nights'	68	'C'	'Friend'	'[Unicorn] Unicorn'	'White'	3	3	2								'Supportive 2 (+2 power while at a Problem with your Mane Character that shares a  color with this card.)<P>Opponents can''t move this card or your Mane Character. '
'Coco Pommel, Fashion Apprentice'	'Canterlot Nights'	69	'C'	'Friend'	'[Earth Pony] Earth Pony'	'White'	4	1	3								'Pumped (After a faceoff involving this card, you may banish a card you flipped to  beneath this card.)<P>Main Phase: Spend a card from beneath this card to give another  character +4 power until the end of the turn. '
'Fleur Dis Lee, Trendy Follower'	'Canterlot Nights'	70	'C'	'Friend'	'[Unicorn] Unicorn'	'White'	3	3	2								'Supportive 1 (+1 power while at a Problem with your Mane Character that shares a  color with this card.)<P>While involved in a faceoff, this card also has Supportive 2. '
'Foggy Fleece, Cloud Crafter'	'Canterlot Nights'	71	'C'	'Friend'	'[Pegasus] Pegasus, Elder'	'White'	2	2	2								'You may play this card from your discard pile. '
'Golden Gavel, Fast Talker'	'Canterlot Nights'	72	'F'	'Friend'	'[Unicorn] Unicorn'	'White'	3	2	3								'Main Phase: Pay [1 action] to exhaust this card.<P>While this card is exhausted, your  opponent must pay +[1 action] to play or move a character to this card''s Problem. '
'Hoity Toity, Fashion Critic'	'Canterlot Nights'	73	'R'	'Friend'	'[Earth Pony] Earth Pony'	'White'	3	3	3								'Main Phase: Exhaust this card to put all cards from beneath a Friend with Pumped into  the discard pile. '
'Octavia, Star Cellist'	'Canterlot Nights'	74	'U'	'Friend'	'[Earth Pony] Earth Pony'	'White'	2	0	1								'Main Phase: Exhaust one of your Resources at home to give this card +2 power until the  end of the phase. '
'Photo Finish, Picture Perfect Pony'	'Canterlot Nights'	75	'U'	'Friend'	'[Earth Pony] Earth Pony'	'White'	3	2	3								'Pumped (After a faceoff involving this card, you may banish a card you flipped to  beneath this card.)<P>When you win a faceoff involving this card, you may spend a card  from beneath it to banish an opponent''s Friend. '
'Prim Posy, Fond of Fronds'	'Canterlot Nights'	76	'C'	'Friend'	'[Pegasus] Pegasus'	'White'	1	2	2								
'Rarity, Dragon Charmer'	'Canterlot Nights'	77	'U'	'Friend'	'[Unicorn] Unicorn'	'White'	4	2	3								'Inspired (At the start of your Main Phase, look at the top card of an opponent''s deck and  put it on either the top or the bottom of that deck.)<P>When you win a Troublemaker  faceoff involving this card, score an additional point. '
'Rarity, Element of Generosity'	'Canterlot Nights'	78	'R'	'Friend'	'[Unicorn] Unicorn, Unique'	'White'	6	6	5								'When this card enters play you may choose 2 [white] Friends from your discard pile. An  opponent chooses 1 to put into your hand. You may put the other into play at your home. '
'Roseluck, Fainthearted Filly'	'Canterlot Nights'	79	'U'	'Friend'	'[Earth Pony] Earth Pony'	'White'	4	0	3								'Reaction: After one of your Friends is retired, you may exhaust this card. If you do, put  another Friend from your discard pile into your hand. '
'Sapphire Shores, Costume Changer'	'Canterlot Nights'	80	'C'	'Friend'	'[Earth Pony] Earth Pony'	'White'	2	0	2								'Main Phase: Retire an Accessory on this card to play an Accessory on this card for free. '
'Silver Frames, Art Curator'	'Canterlot Nights'	81	'C'	'Friend'	'[Earth Pony] Earth Pony'	'White'	2	3	2								'Inspired (At the start of your Main Phase, look at the top card of an opponent''s deck and  put it on either the top or the bottom of that deck.) '
'Twilight Sky, Stanchion Stallion'	'Canterlot Nights'	82	'R'	'Friend'	'[Earth Pony] Earth Pony'	'White'	3	4	2								'When an opponent moves a Friend to this card''s Problem, that opponent may pay [1  action]. If they don''t, exhaust that Friend. '
'Angel, Serious Business'	'Canterlot Nights'	83	'R'	'Friend'	'[Critter] Critter'	'Yellow'	2	3	1								'Supportive 2 (+2 power while at a Problem with your Mane Character that shares a  color with this card.) '
'Blossomforth, Too Flexible'	'Canterlot Nights'	84	'R'	'Friend'	'[Pegasus] Pegasus'	'Yellow'	1	3	1								'During a faceoff involving this card, if you would put a flipped Friend card on the bottom  of your deck, you may retire this card and pay [2 actions] to put that Friend into play at  this card''s Problem instead. '
'Doctor Horse, M.D.'	'Canterlot Nights'	85	'F'	'Friend'	'[Unicorn] Unicorn'	'Yellow'	2	2	2								'Pumped (After a faceoff involving this card, you may banish a card you flipped to  beneath this card.) Each of your other Friends at this card''s Problem have +1 power for  each card beneath this card. '
'Eagle, Soaring Raptor'	'Canterlot Nights'	86	'U'	'Friend'	'[Critter] Critter'	'Yellow'	3	1	3								'Pumped (After a faceoff involving this card, you may banish a card you flipped to  beneath this card.)<P>Reaction: After the start of any phase, you may spend a card from  beneath this card to move this card. '
'Fine Line, Au Pair'	'Canterlot Nights'	87	'C'	'Friend'	'[Unicorn] Unicorn'	'Yellow'	2	2	2								'While an opponent''s Mane Character is at home, each of your other characters at this  card''s Problem have +1 power. '
'Fluttershy, Critter Caregiver'	'Canterlot Nights'	88	'U'	'Friend'	'[Pegasus] Pegasus'	'Yellow'	2	3	2								'[Critter] Friends don''t count towards your home limit. '
'Fluttershy, Element of Kindness'	'Canterlot Nights'	89	'R'	'Friend'	'[Pegasus] Pegasus, Unique'	'Yellow'	6	6	5								'When this card enters play you may search your deck for up to 2 [Critter] Friends and put  them into your hand.<P>Faceoff: Discard a [Critter] Friend to give a Friend +2 power  until the end of the faceoff. '
'Goldie Delicious, Cat Hoarder'	'Canterlot Nights'	90	'R'	'Friend'	'[Earth Pony] Earth Pony, Elder'	'Yellow'	3	4	2								'Main Phase: Exhaust this card.<P>While this card is exhausted, your [Critter] Friends at  its Problem each have +1 power. '
'Lemon Hearts, Sweetheart'	'Canterlot Nights'	91	'C'	'Friend'	'[Unicorn] Unicorn'	'Yellow'	1	1	1								'Caretaker (+1 power while at a Problem with at least one of your [Critter] Friends) '
'Liza Doolots, Boundless Energy'	'Canterlot Nights'	92	'C'	'Friend'	'[Unicorn] Unicorn, Foal'	'Yellow'	2	0	1								'When this card enters play at a Problem, you may dismiss a Resource on a Friend at that  Problem. '
'Manny Roar, Mild Manticore'	'Canterlot Nights'	93	'C'	'Friend'	'[Critter] Critter'	'Yellow'	4	2	3								'When this card enters play, dismiss a Resource. '
'Mrs. Cake, Dessertier'	'Canterlot Nights'	94	'C'	'Friend'	'[Earth Pony] Earth Pony'	'Yellow'	3	3	3								'Supportive 1 (+1 power while at a Problem with your Mane Character that shares a  color with this card.)<P>Your Mane Character has +1 power while at a Problem with this  card. '
'Nurse Redheart, Cantankerous Caretaker'	'Canterlot Nights'	95	'R'	'Friend'	'[Earth Pony] Earth Pony'	'Yellow'	3	4	3								'Pumped (After a faceoff involving this card, you may banish a card you flipped to  beneath this card.)<P>Reaction: After the start of a Score Phase, you may spend a card  from beneath this card to put an opponent''s Friend into its owner''s hand. '
'Princess Celestia, Bringer of Light'	'Canterlot Nights'	96	'U'	'Friend'	'[Alicorn] Alicorn, Royalty'	'Yellow'	4	2	3								'When this card enters play at a Problem, you may unfrighten or ready a Friend. '
'Raccoon, Scrounger'	'Canterlot Nights'	97	'C'	'Friend'	'[Critter] Critter'	'Yellow'	2	0	1								'Main Phase: Exhaust one of your Resources at home to move this card. '
'Whitewash, Amiable Aviator'	'Canterlot Nights'	98	'C'	'Friend'	'[Pegasus] Pegasus'	'Yellow'	1	2	2								
'A Major Problem'	'Canterlot Nights'	99	'U'	'Event'	'Gotcha'	'Pink'	1	3	4								'Reaction: After an opponent plays a Friend to a Problem with one of your face-down  Troublemakers, uncover that Troublemaker. '
'Princess Luna, Princess of the Night'	'Canterlot Nights'	'f2'	'F'	'Mane'	'[Alicorn] Alicorn, Royalty'	'Purple'			1	3							'Front: Home Limit 3<P>When you confront this card''s Problem, you may pay [2 actions]  to turn this card over. Back: Home Limit 4, Studious<P>Faceoff: Discard an Event to  give this card +3 power until the end of the faceoff. '
'Princess Celestia, Hoof Shaker'	'Canterlot Nights'	'f4'	'F'	'Mane'	'[Alicorn] Alicorn, Royalty'	'Yellow'			1	3							'Front: Home Limit 3<P>Main Phase: Exhaust 3 of your Friends to turn this card over.  Back: Home Limit 4<P>At the end of your turn, if you have Friends at home in excess of  your home limit, you may exhaust this card to put a Friend there into your hand. '
'Anything I Can Do To Help?'	'Canterlot Nights'	100	'U'	'Event'		'Yellow'	4	3	2								'Main Phase: Put an opponent''s Friend or Resource into its owner''s hand. '
'Biff! Pow!'	'Canterlot Nights'	101	'U'	'Event'	'Showdown'	'Blue'	0	3	5								'Main Phase: Challenge an opponent''s Troublemaker with one of your characters. '
'Critter Stampede'	'Canterlot Nights'	102	'R'	'Event'	'Gotcha'	'Yellow'	2	5	4								'Reaction: After an opponent plays a Friend, put that Friend into its owner''s hand. '
'Eep!'	'Canterlot Nights'	103	'R'	'Event'		'Yellow'	1	2	6								'Main Phase: Banish this card to beneath one of your Friends with Pumped. '
'Fashion Week'	'Canterlot Nights'	104	'U'	'Event'	'Showdown'	'White'	0	3	5								'Main Phase: Start a faceoff involving one of your Friends and an opponent''s Friend with  equal or greater power. The winner of the faceoff scores a point. '
'Furry Free-for-All'	'Canterlot Nights'	105	'R'	'Event'	'Gotcha'	'Yellow'	1	3	4								'Reaction: After the start of a faceoff, all players shuffle their decks. '
'Hoofwrasslin'''	'Canterlot Nights'	106	'U'	'Event'	'Showdown'	'Orange'	0	3	3								'Main Phase: Start a faceoff involving one of your Friends and an opponent''s Friend with  equal or greater power. The winner looks at their opponent''s hand and chooses a card.  That player puts that card on top of their deck. '
'I Got a Golden Ticket!'	'Canterlot Nights'	107	'U'	'Event'		'White'	2	4	3								'Problem Faceoff: Choose a Friend in your discard pile. Put it into play at a Problem  where a faceoff is being resolved. At the end of the faceoff, banish that Friend. '
'In Your Dreams'	'Canterlot Nights'	108	'R'	'Event'		'Purple'	1	2	4								'Main Phase: Choose odd or even and then reveal the top card of your deck. If that card''s  printed power matches your choice, gain [1 action] and draw a card. Otherwise, draw a  card. (0 counts as even.) '
'Magic Duel'	'Canterlot Nights'	109	'U'	'Event'	'Showdown'	'Purple'	0	3	5								'Main Phase: Start a faceoff involving one of your Friends and an opponent''s Friend with  equal or greater power. The winner of the faceoff gains [1 action]. '
'Mane-Raising Experience'	'Canterlot Nights'	110	'R'	'Event'			3	0	3								'Troublemaker Faceoff: Frighten a Friend involved in the faceoff. '
'Nice Moves, Kid'	'Canterlot Nights'	111	'R'	'Event'		'Blue'	1	1	5								'Main Phase: Draw a card for each action token your opponent has, then discard the same  number of cards. '
'Not On the List'	'Canterlot Nights'	112	'U'	'Event'		'White'	2	2	2								'Main Phase: Banish a Friend with 2 or less power. '
'Nothing to Be Afraid Of'	'Canterlot Nights'	113	'U'	'Event'		'Orange'	0	3	5								'Main Phase: Unfrighten a Friend. '
'Plum Tuckered Out'	'Canterlot Nights'	114	'R'	'Event'		'Orange'	1	3	4								'Reaction: After an opponent plays or moves a character, exhaust that character. '
'Rock, Paper, Scissors, Shoot!'	'Canterlot Nights'	115	'U'	'Event'	'Showdown'	'Pink'	0	3	5								'Main Phase: Start a faceoff involving one of your Friends and an opponent''s Friend with  equal or greater power. At the end of the faceoff, the loser dismisses one of their Friends  that was involved. '
'ROYAL CANTERLOT VOICE'	'Canterlot Nights'	116	'U'	'Event'		'Purple'	1	4	5								'Main Phase: Choose a Problem. Your opponent moves one of their Friends away from  that Problem. If you control Princess Luna, gain [1 action]. '
'Staring Contest'	'Canterlot Nights'	117	'U'	'Event'	'Showdown'	'Yellow'	0	3	5								'Main Phase: Start a faceoff involving one of your Friends and an opponent''s Friend with  equal or greater power. At the end of the faceoff, the loser puts one of their Friends that  was involved into its owner''s hand. '
'The Best of Friends'	'Canterlot Nights'	118	'F'	'Event'			1	0	4								'Main Phase: Choose a [yellow] or [white] character. That character gets +[1 yellow] and  +[1 white] until the end of the phase. '
'The Brave and the Bold'	'Canterlot Nights'	119	'R'	'Event'			1	0	5								'Faceoff: If you have Rainbow Dash or Applejack involved in this faceoff, flip an  additional card. If you have Rainbow Dash and Applejack involved in this faceoff, flip 2  additional cards instead. '
'The Hard Way'	'Canterlot Nights'	120	'R'	'Event'	'Showdown'	'Blue'	1	4	4								'Main Phase: Challenge an opponent''s face-up Troublemaker with all your characters at its  Problem. '
'The Magic of Adventure'	'Canterlot Nights'	121	'F'	'Event'			1	0	4								'Main Phase: Choose a [blue] or [purple] character. That character gets +[1 blue] and +[1  purple] until the end of the phase. '
'The Sun and the Moon'	'Canterlot Nights'	122	'R'	'Event'			1	0	5								'Faceoff: If you have Princess Luna or Princess Celestia involved in this faceoff, flip an  additional card. If you have Princess Luna and Princess Celestia involved in this faceoff,  flip 2 additional cards instead. '
'Thunderclap'	'Canterlot Nights'	123	'U'	'Event'		'Blue'	2	3	3								'Main Phase: Frighten a Friend with 2 or less power. '
'Too Much Fun'	'Canterlot Nights'	124	'R'	'Event'		'Pink'	3	2	2								'Main Phase: Dismiss a Friend with at least 4 power. '
'Very Startling'	'Canterlot Nights'	125	'U'	'Event'		'Pink'	0	3	3								'Main Phase: Dismiss all Friends with printed power of 0. '
'Wardrobe Malfunction'	'Canterlot Nights'	126	'U'	'Event'	'Gotcha'	'Orange'	0	2	5								'Reaction: After an opponent plays a Resource on a Friend, that opponent reattaches that  Resource to another Friend. '
'What''s Old is New Again'	'Canterlot Nights'	127	'R'	'Event'		'White'	2	3	4								'Main Phase: Until the end of the phase, you may play Friends and Resources from your  discard pile. If a Friend or Resource would enter your discard pile this phase, banish it  instead. Banish this card.  This card has received errata. '
'You''ve Been Up All Night'	'Canterlot Nights'	128	'R'	'Event'		'Purple'	3	3	4								'Main Phase: Put an exhausted Friend on top of its owner''s deck. '
'A Fiery Temper'	'Canterlot Nights'	129	'C'	'Resource'	'Condition'	'Blue'	1	1	4								'Play on a Troublemaker.<P>That Troublemaker has +2 power. '
'Apple Cider'	'Canterlot Nights'	130	'U'	'Resource'	'Asset'	'Orange'	2	3	4								'Play on a Friend.<P>While that Friend is at a Problem, that Problem has 0 bonus points. '
'Bed Rest'	'Canterlot Nights'	131	'C'	'Resource'	'Condition'	'Yellow'	1	2	4								'Play on an opponent''s ready Friend.<P>That Friend can''t be exhausted. '
'Bell Tower'	'Canterlot Nights'	132	'R'	'Resource'	'Asset'	'Pink'	2	2	5								'Play to your home.<P>Main Phase: Exhaust this card to uncover one of your  Troublemakers. '
'Canterlot Archives'	'Canterlot Nights'	133	'U'	'Resource'	'Location'	'Purple'	2	2	5								'Play to your home.<P>Main Phase: Exhaust this card to banish an Event from your hand  to beneath this card.<P>Reaction: After the start of a faceoff, you may exhaust this card  to put a banished card from beneath this card on the top of your deck and gain [1 action]. '
'Canterlot Hedge Maze'	'Canterlot Nights'	134	'R'	'Resource'	'Location, Unique'	'Orange'	2	2	5								'Play to your home.<P>Main Phase: Exhaust this card and pay [1 action] to banish an  opponent''s Friend to beneath this card. <P>Main Phase: Pay [2 actions] to dismiss this  card and put any cards beneath it into play at their owners'' homes. Any player may  activate this ability. '
'Chic Beret'	'Canterlot Nights'	135	'C'	'Resource'	'Accessory'		3	0	6								'Play on a Friend.<P>That Friend has +1 power and is also [white].<P>Main Phase: Pay  [1 action] to reattach this card to another Friend. '
'Chicken Costume'	'Canterlot Nights'	136	'C'	'Resource'	'Accessory'	'Pink'	1	2	5								'Play on a Friend.<P>When that Friend becomes exhausted, dismiss it. '
'Combat Hat'	'Canterlot Nights'	137	'U'	'Resource'	'Accessory'	'White'	1	2	5								'Play on one of your Friends.<P>Your opponent must pay +[1 action] to move a character  to that Friend''s Problem.<P>Main Phase: Pay [1 action] to reattach this card to another  one of your Friends. '
'Funny Glasses'	'Canterlot Nights'	138	'U'	'Resource'	'Accessory'		2	0	4								'Play on one of your Friends.<P>Main Phase: Exhaust that Friend to give your Friends  [pink] until the end of the phase. '
'Go, Feed!'	'Canterlot Nights'	139	'R'	'Resource'	'Condition'	'Blue'	1	1	4								'Play on a Troublemaker.<P>If a player loses a faceoff involving that Troublemaker and  would send a Friend home, they dismiss that Friend instead. '
'I Just Can''t Decide!'	'Canterlot Nights'	140	'R'	'Resource'	'Report'	'Purple'	1	2	5								'Play on a Problem.<P>Main Phase: Exhaust this card and pay [1 action] to move an  opponent''s character away from that Problem. '
'Joe''s Doughnut Shop'	'Canterlot Nights'	141	'U'	'Resource'	'Location'	'Orange'	2	2	5								'Play to your home.<P>Main Phase: Spend a card from beneath one of your Friends with  Pumped to give that Friend +2 power until the end of the turn. '
'Learned Lessons'	'Canterlot Nights'	142	'R'	'Resource'	'Asset'	'Purple'	1	1	4								'Play to your home.<P>When you score a Problem''s bonus points, banish the top card of  your deck to beneath this card.<P>Main Phase: Spend all the cards beneath this card and  retire it to gain a number of action tokens equal to the number of cards spent. '
'Monstrous Cave'	'Canterlot Nights'	143	'U'	'Resource'	'Location'	'Blue'	1	3	5								'Play to your home.<P>Main Phase: Exhaust this card and pay [1 action] to search your  deck for a Troublemaker, reveal it, put it into your hand, and shuffle your deck. '
'Monstrous Manual'	'Canterlot Nights'	144	'C'	'Resource'	'Asset'	'Purple'	2	1	5								'Play to your home.<P>Reaction: After the start of your Troublemaker Phase, you may  exhaust this card and pay [2 actions] to turn a Troublemaker face-down. '
'Pie Family Rock Farm'	'Canterlot Nights'	145	'R'	'Resource'	'Location'	'Pink'	2	3	5								'Play to your home.<P>When this card enters play, draw a card.<P>At the start of each  player’s turn, that player draws an additional card.  This card has received errata. '
'Private Party'	'Canterlot Nights'	146	'U'	'Resource'	'Location'	'White'	1	3	4								'Play to your home.<P>Reaction: After an opponent plays a Troublemaker, you may  exhaust this card and pay [1 action] to move that face-down Troublemaker to another  Problem. '
'Reformed'	'Canterlot Nights'	147	'U'	'Resource'	'Condition'	'Yellow'	1	2	5								'Play on an opponent''s Troublemaker.<P>When you defeat that Troublemaker, you may  add its power to your next faceoff this turn. '
'Snooty Boutique'	'Canterlot Nights'	148	'R'	'Resource'	'Location'	'White'	3	2	4								'Play to your home.<P>Reaction: After the start of a Faceoff, you may exhaust this card to  put a card from your hand on the top of your deck. '
'Soothe the Savage Beast'	'Canterlot Nights'	149	'R'	'Resource'	'Condition'	'Yellow'	2	2	5								'Play on an opponent''s non-Epic Troublemaker.<P>That Troublemaker loses and can''t  gain abilities during your Troublemaker Phase. '
'The High Ground'	'Canterlot Nights'	150	'U'	'Resource'	'Asset'	'Blue'	1	2	5								'Play to your home.<P>Reaction: After a Troublemaker is played, you may exhaust this  card to ready one of your characters.  This card has received errata. '
'The Twilicane'	'Canterlot Nights'	151	'R'	'Resource'	'Accessory, Unique'	'Purple'	2	3	6								'Play on an opponent''s Mane Character.<P>During the Score Phase, if that Mane  Character is at home, that opponent''s Friends each have -1 power. '
'Train Tracks'	'Canterlot Nights'	152	'R'	'Resource'	'Asset'	'Blue'	3	3	4								'Play to your home.<P>Main Phase: Exhaust this card and pay [1 action] to frighten an  opponent''s Friend at a Problem.<P>While this card is exhausted, that card can''t be  unfrightened.<P>Main Phase: Exhaust 2 of your characters to dismiss this card. Any  player may activate this ability. '
'Varmint Barricade'	'Canterlot Nights'	153	'R'	'Resource'	'Asset'	'Orange'	1	1	4								'Play to your Home.<P>When a Troublemaker is played, banish the top card of your deck  to beneath this card.<P>Main Phase: Spend a card from beneath this card to move one of  your characters to a Problem with a Troublemaker. '
'Vittles Stand'	'Canterlot Nights'	154	'C'	'Resource'	'Asset'	'Orange'	2	2	4								'Play to your home.<P>Main Phase: Exhaust this card and one of your characters to add  that character''s power to another character''s power until the end of the turn. '
'Welcome Wagon'	'Canterlot Nights'	155	'R'	'Resource'	'Asset'	'Pink'	2	3	5								'Play on a Friend. <P> Reaction: After an opponent''s Friend enters play at that Friend''s  Problem, you may retire this Resource to exhaust the played Friend. '
'Princess Mi Amore Cadenza'	'Canterlot Nights'	156	'R'	'Troublemaker'					5		2						'Main Phase: Pay [4 actions] to dismiss an opponent''s Friend. This card is sent to that  Friend''s controller''s home and they gain control of it. '
'Changeling Infiltrator'	'Canterlot Nights'	157	'R'	'Troublemaker'					3		1						'When you play this card to a Problem, you may retire a Friend there to uncover this  card.<P>When this card is uncovered, all players shuffle their discard piles into their  decks. '
'Changeling Swarm'	'Canterlot Nights'	158	'U'	'Troublemaker'					6		2						'When you play this card to a Problem, you may retire a Troublemaker you control there  to uncover this card. '
'Jet Set & Upper Crust'	'Canterlot Nights'	159	'C'	'Troublemaker'					0		1						'Players can''t challenge this Troublemaker unless they have at least 3 Friends at its  Problem. '
'Lightning Dust'	'Canterlot Nights'	160	'C'	'Troublemaker'					4		1						'When this card is uncovered, you may move it to another Problem. '
'Pony of Shadows'	'Canterlot Nights'	161	'U'	'Troublemaker'					5		3						'When this card is uncovered, you may frighten a Friend at its Problem. '
'Prince Blueblood'	'Canterlot Nights'	162	'U'	'Troublemaker'					4		2						'When a player challenges this card, that player moves one of their characters at this card''s  Problem home. '
'Red Dragon'	'Canterlot Nights'	163	'U'	'Troublemaker'					6		2						'At the start of your opponent''s Troublemaker Phase, they may pay [2 actions] to turn this  card face-down. '
'Sunset Shimmer'	'Canterlot Nights'	164	'R'	'Troublemaker'					5		2						'When this Troublemaker is uncovered, you may pay 3 actions. If you do, banish an  opposing Friend or Resource to beneath this card. Otherwise, dismiss this card. <P>  When this card leaves play or is turned face-down, put any cards beneath it into their  owner''s hand. '
'800 Years of Sweltering Heat'	'Canterlot Nights'	165	'R'	'Problem'							2	4	'Blue'	3	'NonBlue'	8	'When a player confronts this Problem, that player may pay [1 action] to frighten an  opponent''s Friend here. '
'A Stitch in Time'	'Canterlot Nights'	166	'C'	'Problem'							3	4	'White'	3	'NonWhite'	8	'When this Problem enters play, its owner may reattach a Resource from one of their  Friends to another one of their Friends. '
'Ancient Research,'	'Canterlot Nights'	167	'U'	'Problem'							1	2	'Purple'	2	'NonPurple'	5	'Starting Problem. At the start of this card''s owner''s turn, if their Mane Character is here,  they may look at the top 2 cards of their deck and put them back in any order. '
'Applebucking Day'	'Canterlot Nights'	168	'C'	'Problem'							1	2	'Orange'	2	'NonOrange'	5	'Starting Problem. While involved in a Problem faceoff, this card''s owner''s Mane  Character has +2 power. '
'Attitude and Pizzazz!'	'Canterlot Nights'	169	'C'	'Problem'							2	3	'White'	2	'Yellow'	7	'Characters with Accessories on them here have +1 power. '
'Bottom of the Well'	'Canterlot Nights'	170	'U'	'Problem'							1	2	'Blue'	2	'NonBlue'	5	'Starting Problem.<P>While involved in a faceoff, this card''s owner''s Mane Character has  +1 power. '
'Cheering Up a Friend'	'Canterlot Nights'	171	'C'	'Problem'							2	2	'Pink'	1	'NonPink'	4	'Players can''t confront this Problem unless they have at least 4 characters here. '
'Cockatrice on the Loose'	'Canterlot Nights'	172	'R'	'Problem'							2	4	'Yellow'	3	'NonYellow'	8	'When a Troublemaker is played here, that Troublemaker''s owner may put a Friend here  into its owner''s hand. '
'Comforting Critters'	'Canterlot Nights'	173	'U'	'Problem'							1	2	'Yellow'	2	'NonYellow'	5	'Starting Problem. While at this Problem, this card''s owner''s Mane Character has +1  power during the Main Phase. '
'Crash Course'	'Canterlot Nights'	174	'C'	'Problem'							2	3	'Blue'	2	'Purple'	7	'Characters here have Swift. '
